	WT-t00	WT-t05	WT-t10	WT-t15	WT-t20	WT-t30	WT-t45	WT-t60
YNL186W	75.8642	76.8282	66.0142	53.2674	31.1778	37.4782	59.3148	57.2159
YNL185C	48.9446	27.1158	39.1195	42.0532	33.4048	74.9565	55.2241	68.6591
YNL184C	17.1306	2.2597	14.6698	5.6071	17.8159	31.7124	24.544	15.2576
YNL183C	39.1557	31.6351	56.2343	39.2497	60.1287	57.6588	51.1334	83.9166
YNL182C	100.3365	103.944	44.0095	22.4284	11.1349	5.7659	4.0907	19.072
YNL181W	39.1557	36.1544	31.7846	50.4638	31.1778	31.7124	34.7707	34.3295
YNL180C	68.5225	90.3861	180.9278	145.7844	120.2574	95.1371	77.7228	83.9166
YNL179C	0	0	0	0	4.454	2.8829	6.136	0
YNL178W	4495.5644	4469.5919	4141.7789	3644.6112	2932.9432	2286.1723	2284.6414	2952.3392
YNL177C	124.8088	151.3967	114.9136	142.9809	175.9321	175.8594	177.9443	171.6476
YNL176C	44.0502	33.8948	39.1195	25.2319	28.9508	28.8294	47.0427	26.7007
YNL174W	12.2362	9.0386	2.445	5.6071	8.908	2.8829	6.136	15.2576
YNL175C	200.673	178.5125	183.3727	75.6958	69.0366	28.8294	22.4987	41.9583
YNL173C	66.0753	63.2703	85.5739	95.3206	109.1224	69.1906	83.8588	61.0303
YNL172W	31.814	51.972	39.1195	53.2674	40.0858	37.4782	20.4534	30.5151
YNL170W	19.5779	15.8176	17.1148	16.8213	15.5889	28.8294	6.136	11.4432
YNL171C	0	2.2597	2.445	0	0	0	0	0
YNL169C	166.4117	140.0984	110.0236	145.7844	115.8034	147.03	120.6749	141.1325
YNL168C	53.8391	56.4913	48.8994	58.8745	53.4477	43.2441	71.5868	45.7727
YNL167C	31.814	27.1158	26.8947	36.4461	42.3128	51.8929	49.0881	57.2159
YNL166C	66.0753	54.2317	29.3396	19.6248	33.4048	43.2441	40.9067	83.9166
YNL165W	19.5779	18.0772	34.2296	22.4284	28.9508	31.7124	34.7707	41.9583
YNL164C	22.0251	15.8176	12.2248	5.6071	8.908	11.5318	20.4534	34.3295
YNL163C	58.7336	49.7123	36.6745	50.4638	51.2207	72.0735	47.0427	76.2878
YNL162W-A	26.9195	20.3369	12.2248	0	2.227	5.7659	6.136	3.8144
YNL162W	2479.0456	2517.2524	2246.9273	1923.2333	1610.1123	1248.3135	1186.2954	1483.7984
YNL161W	26.9195	42.9334	26.8947	42.0532	57.9017	63.4247	51.1334	38.1439
YNL160W	151.7284	241.7828	442.5395	524.2633	803.9427	1473.1829	2556.6712	2132.245
YNL159C	24.4723	18.0772	34.2296	39.2497	62.3557	51.8929	65.4508	38.1439
YNL158W	0	15.8176	7.3349	2.8035	0	11.5318	4.0907	11.4432
YNL157W	90.5476	103.944	149.1432	171.0164	229.3798	193.1571	186.1257	129.6893
YNL156C	83.2059	67.7896	127.1384	112.1419	195.9749	268.1135	227.0324	198.3484
YNL155W	90.5476	117.5019	117.3586	168.2128	229.3798	230.6353	261.8031	152.5757
YNL154C	48.9446	61.0106	70.9041	61.678	73.4906	112.4347	116.5842	57.2159
YNL153C	144.3867	101.6843	100.2438	58.8745	69.0366	92.2541	92.0402	57.2159
YNL152W	17.1306	20.3369	14.6698	22.4284	17.8159	34.5953	30.6801	19.072
YNL151C	61.1808	45.193	53.7893	33.6426	20.0429	2.8829	8.1813	41.9583
YNL150W	2.4472	4.5193	4.8899	2.8035	2.227	0	8.1813	0
YNL149C	301.0095	235.0038	232.2721	207.4625	216.0178	175.8594	204.5337	213.6059
YNL148C	46.4974	29.3755	24.4497	42.0532	24.4969	40.3612	26.5894	15.2576
YNL147W	185.9896	155.916	129.5834	131.7667	126.9383	158.5618	200.443	190.7196
YNL146C-A	7.3417	2.2597	4.8899	2.8035	4.454	0	6.136	11.4432
YNL146W	12.2362	6.779	14.6698	8.4106	4.454	8.6488	22.4987	7.6288
YNL145W	0	6.779	2.445	0	6.681	0	6.136	0
YNL144W-A	0	0	0	0	0	0	0	0
YNL144C	7.3417	15.8176	12.2248	11.2142	15.5889	8.6488	8.1813	7.6288
YNL143C	24.4723	22.5965	39.1195	14.0177	22.2699	34.5953	22.4987	34.3295
YNL142W	22.0251	15.8176	36.6745	47.6603	60.1287	74.9565	38.8614	19.072
YNL141W	278.9844	178.5125	149.1432	106.5348	80.1716	11.5318	10.2267	15.2576
YNL140C	75.8642	76.8282	46.4544	30.839	64.5827	60.5418	57.2694	41.9583
YNL139C	75.8642	76.8282	48.8994	30.839	60.1287	57.6588	57.2694	41.9583
YNL138W-A	44.0502	36.1544	31.7846	33.6426	24.4969	14.4147	24.544	19.072
YNL138W	132.1505	183.0318	212.7124	243.9086	207.1099	224.8694	310.8912	316.5945
YNL137C	66.0753	81.3475	48.8994	42.0532	95.7605	83.6053	55.2241	80.1022
YNL136W	70.9697	81.3475	80.684	109.3383	66.8096	80.7223	96.1308	87.731
YNL135C	890.7923	930.9767	963.3181	899.9386	897.4762	896.5947	944.9457	953.5979
YNL134C	195.7785	173.9932	176.0378	291.5689	329.5942	377.6653	353.8433	293.7082
YNL133C	31.814	24.8562	19.5598	30.839	15.5889	37.4782	32.7254	15.2576
YNL132W	159.0701	153.6563	134.4733	58.8745	53.4477	11.5318	20.4534	34.3295
YNL131W	283.8789	264.3793	234.7171	241.105	251.6496	285.4112	323.1632	411.9543
YNL130C	134.5977	178.5125	134.4733	145.7844	131.3923	158.5618	169.763	213.6059
YNL130C-A	0	0	0	0	2.227	0	0	3.8144
YNL129W	39.1557	49.7123	39.1195	47.6603	53.4477	34.5953	47.0427	19.072
YNL128W	2.4472	6.779	4.8899	2.8035	8.908	0	2.0453	3.8144
YNL127W	34.2612	24.8562	39.1195	33.6426	48.9937	63.4247	63.4054	57.2159
YNL126W	19.5779	36.1544	17.1148	8.4106	6.681	14.4147	10.2267	22.8864
YNL125C	24.4723	27.1158	24.4497	42.0532	37.8588	83.6053	89.9948	61.0303
YNL124W	51.3919	42.9334	29.3396	16.8213	2.227	17.2976	14.3174	15.2576
YNL123W	73.4169	90.3861	58.6793	64.4816	35.6318	49.01	55.2241	61.0303
YNL122C	39.1557	49.7123	29.3396	39.2497	46.7667	86.4882	79.7681	80.1022
YNL121C	183.5424	110.723	102.6887	114.9454	80.1716	86.4882	149.3096	186.9052
YNL119W	53.8391	42.9334	34.2296	14.0177	8.908	8.6488	12.272	45.7727
YNL120C	0	0	0	0	0	0	0	0
YNL118C	117.4671	88.1264	88.0189	151.3915	133.6193	175.8594	157.4909	137.3181
YNL117W	4.8945	0	0	2.8035	2.227	2.8829	6.136	7.6288
YNL116W	9.7889	4.5193	14.6698	5.6071	15.5889	5.7659	16.3627	22.8864
YNL115C	12.2362	18.0772	48.8994	61.678	77.9446	147.03	196.3523	167.8332
YNL113W	237.3815	142.3581	66.0142	28.0355	17.8159	37.4782	42.9521	99.1742
YNL114C	4.8945	4.5193	0	0	2.227	2.8829	0	7.6288
YNL112W	650.9636	567.1727	633.2472	412.1214	305.0974	155.6788	81.8135	53.4015
YNL111C	115.0199	99.4247	48.8994	25.2319	31.1778	40.3612	51.1334	87.731
YNL110C	188.4368	131.0598	68.4592	50.4638	13.3619	2.8829	30.6801	26.7007
YNL109W	0	0	0	0	0	2.8829	0	0
YNL108C	56.2863	36.1544	51.3444	61.678	73.4906	66.3076	55.2241	53.4015
YNL107W	29.3668	38.4141	14.6698	25.2319	55.6747	46.1271	44.9974	19.072
YNL105W	2.4472	0	4.8899	0	4.454	0	4.0907	0
YNL106C	12.2362	24.8562	17.1148	42.0532	31.1778	49.01	26.5894	45.7727
YNL103W-A	0	9.0386	2.445	5.6071	0	2.8829	8.1813	0
YNL104C	298.5623	264.3793	244.497	221.4802	202.6559	236.4012	306.8005	339.4809
YNL103W	19.5779	24.8562	44.0095	16.8213	28.9508	31.7124	20.4534	34.3295
YNL102W	34.2612	54.2317	29.3396	44.8568	17.8159	17.2976	12.272	26.7007
YNL101W	56.2863	58.751	39.1195	50.4638	60.1287	92.2541	69.5415	76.2878
YNL100W	31.814	29.3755	39.1195	53.2674	91.3065	106.6688	118.6295	76.2878
YNL099C	41.6029	54.2317	46.4544	61.678	57.9017	74.9565	47.0427	45.7727
YNL098C	178.6479	203.3687	332.5159	386.8895	485.4834	533.3441	341.5713	270.8218
YNL097C-B	12.2362	4.5193	19.5598	25.2319	2.227	11.5318	14.3174	19.072
YNL097W-A	4.8945	15.8176	7.3349	36.4461	15.5889	46.1271	14.3174	7.6288
YNL097C	61.1808	54.2317	95.3538	142.9809	138.0733	112.4347	69.5415	118.2461
YNL096C	790.4558	788.6186	770.1655	583.1378	440.9436	296.9429	353.8433	522.5717
YNL095C	17.1306	18.0772	4.8899	11.2142	2.227	0	2.0453	3.8144
YNL094W	63.628	42.9334	53.7893	39.2497	62.3557	72.0735	69.5415	41.9583
YNL093W	12.2362	4.5193	4.8899	8.4106	15.5889	25.9465	16.3627	7.6288
YNL092W	19.5779	6.779	22.0047	19.6248	48.9937	49.01	38.8614	19.072
YNL091W	83.2059	61.0106	44.0095	58.8745	57.9017	83.6053	85.9042	114.4318
YNL090W	73.4169	65.5299	80.684	56.0709	89.0795	43.2441	57.2694	87.731
YNL089C	0	0	0	0	0	0	2.0453	0
YNL088W	58.7336	67.7896	36.6745	56.0709	71.2636	43.2441	53.1788	22.8864
YNL087W	124.8088	128.8002	110.0236	112.1419	55.6747	37.4782	38.8614	53.4015
YNL086W	26.9195	27.1158	12.2248	28.0355	20.0429	28.8294	28.6347	15.2576
YNL085W	239.8287	207.888	202.9325	229.8909	191.521	213.3376	206.579	270.8218
YNL084C	83.2059	76.8282	56.2343	86.91	142.5272	132.6153	161.5816	106.803
YNL083W	26.9195	24.8562	31.7846	36.4461	53.4477	57.6588	36.8161	49.5871
YNL082W	29.3668	18.0772	26.8947	16.8213	15.5889	14.4147	30.6801	41.9583
YNL081C	100.3365	110.723	90.4639	117.749	158.1161	172.9765	222.9417	137.3181
YNL080C	63.628	65.5299	46.4544	75.6958	80.1716	80.7223	77.7228	61.0303
YNL079C	337.718	393.1795	349.6307	406.5143	416.4468	383.4312	349.7526	415.7687
YNL078W	75.8642	58.751	34.2296	44.8568	31.1778	54.7759	83.8588	87.731
YNL077W	12.2362	18.0772	39.1195	36.4461	26.7239	23.0635	12.272	11.4432
YNL076W	36.7085	24.8562	29.3396	33.6426	55.6747	46.1271	40.9067	49.5871
YNL075W	34.2612	40.6737	22.0047	16.8213	17.8159	5.7659	24.544	30.5151
YNL074C	39.1557	38.4141	44.0095	75.6958	91.3065	126.8494	96.1308	64.8447
YNL073W	26.9195	24.8562	34.2296	28.0355	57.9017	69.1906	42.9521	49.5871
YNL072W	12.2362	27.1158	17.1148	25.2319	11.1349	31.7124	14.3174	19.072
YNL071W	178.6479	307.3127	288.5064	269.1405	320.6863	317.1235	482.6995	415.7687
YNL070W	220.2508	178.5125	171.1479	156.9986	182.613	184.5082	202.4884	232.6779
YNL069C	1487.9168	1504.9283	1325.1737	1362.5239	1160.2607	908.1264	897.9029	919.2684
YNL068C	41.6029	38.4141	14.6698	14.0177	11.1349	57.6588	47.0427	80.1022
YNL067W-A	0	0	0	0	0	0	0	0
YNL067W-B	4.8945	6.779	7.3349	2.8035	4.454	0	0	0
YNL067W	469.8685	607.8464	457.2094	344.8363	251.6496	181.6253	245.4404	408.1399
YNL066W	269.1955	205.6283	117.3586	75.6958	73.4906	86.4882	94.0855	106.803
YNL065W	75.8642	63.2703	26.8947	36.4461	22.2699	74.9565	53.1788	53.4015
YNL064C	296.115	390.9198	383.8603	299.9795	258.3306	296.9429	409.0674	335.6665
YNL063W	29.3668	13.5579	29.3396	25.2319	35.6318	28.8294	28.6347	53.4015
YNL062C	100.3365	79.0878	78.239	61.678	35.6318	11.5318	12.272	34.3295
YNL061W	132.1505	137.8388	88.0189	61.678	42.3128	25.9465	12.272	26.7007
YNL059C	95.442	94.9054	80.684	92.5171	77.9446	92.2541	69.5415	80.1022
YNL057W	0	0	0	0	4.454	0	0	0
YNL058C	53.8391	22.5965	22.0047	8.4106	26.7239	43.2441	51.1334	49.5871
YNL056W	85.6531	103.944	61.1242	50.4638	91.3065	132.6153	87.9495	106.803
YNL055C	827.1643	815.7344	995.1027	1127.0259	1342.8737	1764.3599	1908.2994	1724.105
YNL054W	22.0251	20.3369	12.2248	22.4284	31.1778	25.9465	16.3627	30.5151
YNL053W	34.2612	42.9334	29.3396	28.0355	28.9508	37.4782	34.7707	49.5871
YNL052W	129.7033	90.3861	83.129	112.1419	86.8525	92.2541	96.1308	91.5454
YNL051W	31.814	15.8176	19.5598	36.4461	24.4969	43.2441	20.4534	26.7007
YNL050C	44.0502	45.193	36.6745	22.4284	37.8588	8.6488	22.4987	57.2159
YNL049C	88.1003	99.4247	75.7941	75.6958	122.4843	121.0835	89.9948	64.8447
YNL048W	63.628	74.5685	48.8994	53.2674	57.9017	72.0735	47.0427	83.9166
YNL047C	48.9446	42.9334	34.2296	33.6426	28.9508	40.3612	24.544	19.072
YNL046W	51.3919	29.3755	39.1195	39.2497	31.1778	25.9465	40.9067	34.3295
YNL045W	80.7586	85.8668	105.1337	120.5525	160.3431	152.7959	243.3951	164.0188
YNL044W	337.718	293.7548	276.2816	210.266	167.0241	144.1471	167.7176	186.9052
YNL043C	0	4.5193	2.445	0	2.227	2.8829	4.0907	3.8144
YNL042W-B	0	0	0	0	0	2.8829	0	3.8144
YNL042W	41.6029	47.4527	36.6745	47.6603	77.9446	57.6588	53.1788	41.9583
YNL041C	34.2612	38.4141	58.6793	50.4638	75.7176	74.9565	42.9521	61.0303
YNL040W	56.2863	42.9334	58.6793	58.8745	35.6318	43.2441	49.0881	38.1439
YNL039W	39.1557	36.1544	29.3396	25.2319	40.0858	66.3076	28.6347	38.1439
YNL038W	48.9446	56.4913	44.0095	56.0709	42.3128	46.1271	55.2241	61.0303
YNL037C	66.0753	115.2423	83.129	123.3561	178.159	242.167	257.7125	331.8521
YNL036W	100.3365	320.8706	408.31	580.3342	505.5263	250.8159	98.1762	122.0605
YNL035C	48.9446	27.1158	17.1148	30.839	46.7667	23.0635	16.3627	19.072
YNL034W	0	2.2597	7.3349	0	0	2.8829	0	0
YNL033W	0	6.779	0	0	6.681	5.7659	0	0
YNL032W	0	0	0	0	0	0	0	0
YNL031C	1578.4644	1516.2266	1462.092	1469.0587	1692.5109	1533.7246	1151.5247	827.723
YNL030W	1301.9272	962.6118	762.8306	897.1351	939.7889	899.4776	691.3239	495.8709
YNL028W	0	0	0	0	0	0	2.0453	0
YNL029C	44.0502	61.0106	41.5645	92.5171	84.6255	74.9565	53.1788	49.5871
YNL027W	19.5779	20.3369	24.4497	33.6426	26.7239	25.9465	57.2694	15.2576
YNL026W	44.0502	33.8948	22.0047	22.4284	33.4048	77.8394	65.4508	30.5151
YNL025C	4.8945	2.2597	2.445	2.8035	4.454	5.7659	4.0907	0
YNL024C-A	139.4922	101.6843	95.3538	72.8922	120.2574	118.2006	145.2189	144.9469
YNL024C	7.3417	11.2983	4.8899	11.2142	0	5.7659	6.136	7.6288
YNL023C	36.7085	31.6351	34.2296	19.6248	20.0429	5.7659	4.0907	22.8864
YNL022C	75.8642	74.5685	48.8994	25.2319	44.5398	11.5318	30.6801	34.3295
YNL021W	22.0251	20.3369	31.7846	14.0177	26.7239	28.8294	26.5894	38.1439
YNL020C	19.5779	20.3369	44.0095	42.0532	28.9508	40.3612	24.544	49.5871
YNL019C	0	2.2597	0	0	2.227	0	4.0907	3.8144
YNL018C	0	2.2597	0	0	0	5.7659	2.0453	7.6288
YNL017C	0	0	0	0	0	0	0	0
YNL016W	173.7534	212.4073	273.8366	257.9263	220.4718	236.4012	310.8912	236.4923
YNL015W	105.231	131.0598	124.6935	134.5703	211.5639	282.5282	492.9262	465.3558
YNL014W	4.8945	0	2.445	16.8213	4.454	14.4147	16.3627	7.6288
YNL013C	0	0	0	0	0	0	0	0
YNL012W	4.8945	2.2597	4.8899	8.4106	2.227	8.6488	14.3174	11.4432
YNL011C	9.7889	18.0772	19.5598	33.6426	48.9937	46.1271	63.4054	38.1439
YNL010W	323.0346	289.2355	312.9561	285.9618	253.8766	236.4012	216.8057	286.0794
YNL009W	7.3417	2.2597	9.7799	22.4284	13.3619	25.9465	18.408	11.4432
YNL008C	26.9195	31.6351	29.3396	92.5171	60.1287	54.7759	63.4054	64.8447
YNL007C	190.8841	171.7336	349.6307	420.5321	659.1884	885.0629	728.14	488.2421
YNL006W	70.9697	42.9334	61.1242	75.6958	97.9875	112.4347	61.3601	49.5871
YNL005C	63.628	51.972	51.3444	53.2674	66.8096	72.0735	71.5868	80.1022
YNL004W	73.4169	49.7123	66.0142	58.8745	69.0366	69.1906	59.3148	72.4734
YNL003C	29.3668	27.1158	19.5598	39.2497	40.0858	69.1906	63.4054	57.2159
YNL002C	239.8287	248.5617	110.0236	53.2674	24.4969	11.5318	20.4534	64.8447
YNL001W	85.6531	49.7123	68.4592	47.6603	48.9937	25.9465	36.8161	34.3295
YNR001C	144.3867	151.3967	244.497	364.4611	592.3788	717.8523	883.5856	614.1171
YNR001W-A	0	0	2.445	0	0	2.8829	0	0
YNR002C	2.4472	4.5193	14.6698	25.2319	44.5398	23.0635	36.8161	7.6288
YNR003W-A	2.4472	0	0	2.8035	0	0	2.0453	0
YNR003C	102.7837	88.1264	39.1195	47.6603	28.9508	37.4782	42.9521	49.5871
YNR004W	14.6834	11.2983	17.1148	8.4106	6.681	14.4147	6.136	19.072
YNR006W	44.0502	54.2317	41.5645	30.839	71.2636	74.9565	47.0427	53.4015
YNR005C	4.8945	0	2.445	2.8035	2.227	0	0	3.8144
YNR007C	9.7889	9.0386	19.5598	22.4284	42.3128	37.4782	26.5894	19.072
YNR008W	31.814	27.1158	24.4497	16.8213	22.2699	20.1806	38.8614	34.3295
YNR009W	66.0753	33.8948	29.3396	16.8213	15.5889	20.1806	26.5894	45.7727
YNR010W	44.0502	33.8948	29.3396	19.6248	33.4048	31.7124	28.6347	26.7007
YNR011C	24.4723	31.6351	22.0047	28.0355	26.7239	34.5953	30.6801	19.072
YNR012W	29.3668	40.6737	24.4497	16.8213	20.0429	8.6488	6.136	26.7007
YNR013C	88.1003	124.2809	102.6887	123.3561	109.1224	92.2541	163.627	144.9469
YNR014W	19.5779	88.1264	293.3964	319.6044	282.8275	340.187	186.1257	91.5454
YNR015W	83.2059	88.1264	92.9089	61.678	53.4477	54.7759	71.5868	49.5871
YNR016C	533.4965	646.2605	599.0176	664.4407	639.1455	570.8223	458.1555	469.1702
YNR017W	139.4922	140.0984	85.5739	86.91	80.1716	109.5518	169.763	164.0188
YNR018W	115.0199	110.723	119.8035	98.1241	111.3494	74.9565	87.9495	87.731
YNR019W	22.0251	24.8562	17.1148	25.2319	51.2207	28.8294	49.0881	26.7007
YNR020C	39.1557	22.5965	22.0047	39.2497	20.0429	43.2441	40.9067	61.0303
YNR021W	198.2258	216.9266	220.0473	162.6057	229.3798	198.9229	222.9417	278.4506
YNR022C	122.3616	97.165	68.4592	58.8745	86.8525	72.0735	137.0376	141.1325
YNR023W	31.814	24.8562	19.5598	33.6426	44.5398	40.3612	26.5894	30.5151
YNR024W	56.2863	22.5965	24.4497	16.8213	15.5889	25.9465	14.3174	22.8864
YNR025C	0	0	0	2.8035	0	0	6.136	3.8144
YNR026C	17.1306	33.8948	14.6698	11.2142	35.6318	43.2441	44.9974	34.3295
YNR027W	39.1557	33.8948	26.8947	42.0532	22.2699	34.5953	22.4987	34.3295
YNR028W	68.5225	49.7123	68.4592	58.8745	84.6255	74.9565	94.0855	91.5454
YNR029C	66.0753	40.6737	39.1195	16.8213	31.1778	40.3612	34.7707	57.2159
YNR030W	83.2059	70.0492	48.8994	53.2674	66.8096	54.7759	92.0402	53.4015
YNR031C	51.3919	67.7896	46.4544	44.8568	48.9937	83.6053	83.8588	61.0303
YNR032W	51.3919	63.2703	41.5645	47.6603	57.9017	74.9565	73.6321	53.4015
YNR032C-A	61.1808	88.1264	53.7893	70.0887	80.1716	95.1371	75.6775	76.2878
YNR033W	46.4974	31.6351	31.7846	70.0887	73.4906	80.7223	92.0402	68.6591
YNR034W	24.4723	18.0772	83.129	123.3561	158.1161	132.6153	77.7228	45.7727
YNR034W-A	80.7586	88.1264	134.4733	269.1405	449.8516	908.1264	803.8174	339.4809
YNR035C	188.4368	194.3301	193.1526	280.3547	318.4593	394.9629	376.342	331.8521
YNR036C	183.5424	180.7722	134.4733	162.6057	233.8337	308.4747	304.7552	289.8938
YNR037C	137.045	108.4633	119.8035	123.3561	111.3494	161.4447	190.2163	175.462
YNR038W	66.0753	61.0106	29.3396	30.839	31.1778	5.7659	18.408	34.3295
YNR039C	51.3919	49.7123	61.1242	44.8568	51.2207	49.01	69.5415	72.4734
YNR040W	34.2612	29.3755	7.3349	16.8213	26.7239	23.0635	38.8614	38.1439
YNR042W	0	2.2597	0	0	0	2.8829	0	0
YNR041C	44.0502	18.0772	26.8947	16.8213	28.9508	51.8929	53.1788	61.0303
YNR043W	141.9394	110.723	144.2532	112.1419	75.7176	60.5418	73.6321	80.1022
YNR044W	205.5675	239.5231	173.5929	112.1419	129.1653	92.2541	159.5363	236.4923
YNR045W	12.2362	6.779	14.6698	22.4284	28.9508	28.8294	24.544	22.8864
YNR046W	293.6678	271.1583	193.1526	176.6235	104.6684	106.6688	89.9948	110.6174
YNR047W	17.1306	11.2983	34.2296	58.8745	66.8096	86.4882	57.2694	49.5871
YNR048W	17.1306	22.5965	17.1148	28.0355	20.0429	11.5318	16.3627	26.7007
YNR049C	51.3919	70.0492	70.9041	67.2851	80.1716	86.4882	89.9948	76.2878
YNR050C	1916.1823	1819.0199	1623.46	1598.0218	1469.8121	1395.3435	1564.6828	1918.639
YNR051C	154.1756	137.8388	132.0284	106.5348	135.8463	92.2541	126.8109	152.5757
YNR052C	66.0753	49.7123	58.6793	100.9277	97.9875	80.7223	75.6775	80.1022
YNR053C	129.7033	76.8282	34.2296	14.0177	2.227	5.7659	18.408	41.9583
YNR054C	68.5225	54.2317	31.7846	14.0177	4.454	2.8829	10.2267	22.8864
YNR055C	46.4974	65.5299	61.1242	61.678	118.0304	121.0835	143.1736	122.0605
YNR056C	0	0	0	0	0	2.8829	6.136	3.8144
YNR057C	26.9195	24.8562	19.5598	16.8213	8.908	8.6488	24.544	26.7007
YNR058W	7.3417	2.2597	9.7799	8.4106	15.5889	5.7659	20.4534	22.8864
YNR059W	36.7085	24.8562	17.1148	30.839	48.9937	11.5318	30.6801	34.3295
YNR060W	7.3417	9.0386	22.0047	8.4106	11.1349	2.8829	4.0907	3.8144
YNR061C	70.9697	90.3861	85.5739	109.3383	133.6193	77.8394	77.7228	95.3598
YNR062C	0	0	0	2.8035	2.227	0	6.136	0
YNR063W	0	2.2597	0	0	0	0	0	0
YNR064C	4.8945	4.5193	4.8899	5.6071	4.454	0	6.136	0
YNR065C	19.5779	15.8176	7.3349	11.2142	22.2699	17.2976	20.4534	19.072
YNR066C	2.4472	0	2.445	0	0	0	0	0
YNR067C	73.4169	65.5299	31.7846	22.4284	24.4969	60.5418	100.2215	122.0605
YNR068C	2.4472	4.5193	7.3349	11.2142	15.5889	17.2976	18.408	19.072
YNR069C	0	0	2.445	0	0	0	0	0
YNR070W	9.7889	6.779	7.3349	8.4106	11.1349	14.4147	4.0907	7.6288
YNR071C	0	2.2597	0	2.8035	0	2.8829	4.0907	0
YNR072W	0	0	0	2.8035	0	0	0	0
YNR073C	2.4472	4.5193	0	0	2.227	0	0	3.8144
YNR074C	24.4723	33.8948	17.1148	28.0355	35.6318	40.3612	40.9067	53.4015
YNR075W	0	0	0	0	0	0	0	0
YNR075C-A	0	0	0	0	0	0	0	3.8144
YNR076W	19.5779	6.779	12.2248	11.2142	13.3619	20.1806	10.2267	15.2576
TEL14R-XC	0	0	0	0	0	0	0	0
YNR077C	0	2.2597	4.8899	0	0	0	0	0
YOL166W-A	0	0	0	0	0	0	0	0
TEL15L-XC	0	0	0	0	0	0	0	0
YOL166C	0	0	0	2.8035	0	2.8829	0	0
YOL165C	0	2.2597	4.8899	0	2.227	5.7659	4.0907	3.8144
YOL164W-A	0	2.2597	0	0	0	0	0	0
YOL164W	14.6834	11.2983	7.3349	14.0177	15.5889	28.8294	16.3627	11.4432
YOL163W	12.2362	6.779	4.8899	5.6071	13.3619	11.5318	10.2267	0
YOL162W	2.4472	0	7.3349	8.4106	0	2.8829	2.0453	7.6288
YOL161C	7.3417	2.2597	2.445	0	0	2.8829	0	0
YOL160W	2.4472	2.2597	2.445	2.8035	4.454	0	0	0
YOL159C-A	9.7889	0	2.445	5.6071	13.3619	8.6488	4.0907	19.072
YOL159C	41.6029	38.4141	34.2296	28.0355	33.4048	40.3612	38.8614	68.6591
YOL158C	78.3114	51.972	53.7893	36.4461	55.6747	46.1271	85.9042	61.0303
YOL157C	12.2362	4.5193	7.3349	5.6071	4.454	5.7659	10.2267	15.2576
YOL156W	7.3417	4.5193	4.8899	8.4106	6.681	2.8829	6.136	15.2576
YOL155W-A	0	2.2597	0	2.8035	2.227	2.8829	2.0453	3.8144
YOL155C	14.6834	24.8562	24.4497	25.2319	24.4969	54.7759	79.7681	76.2878
YOL154W	12.2362	15.8176	29.3396	33.6426	24.4969	20.1806	20.4534	19.072
YOL152W	0	0	0	0	0	0	2.0453	0
YOL151W	75.8642	151.3967	577.0129	827.0464	1104.586	1213.7182	713.8226	293.7082
YOL150C	0	4.5193	0	8.4106	24.4969	14.4147	4.0907	0
YOL149W	26.9195	29.3755	34.2296	14.0177	26.7239	25.9465	16.3627	45.7727
YOL148C	24.4723	15.8176	36.6745	28.0355	24.4969	43.2441	16.3627	45.7727
YOL147C	66.0753	51.972	48.8994	56.0709	28.9508	66.3076	61.3601	30.5151
YOL146W	24.4723	4.5193	12.2248	22.4284	15.5889	14.4147	16.3627	38.1439
YOL145C	61.1808	83.6071	63.5692	47.6603	64.5827	63.4247	87.9495	99.1742
YOL144W	78.3114	94.9054	107.5787	98.1241	106.8954	95.1371	122.7202	80.1022
YOL143C	1177.1184	1299.3	1550.1109	1928.8404	2211.3991	2467.7975	2900.2878	2742.5476
YOL142W	66.0753	88.1264	70.9041	81.3029	40.0858	49.01	40.9067	57.2159
YOL141W	0	0	0	2.8035	0	0	0	0
YOL140W	173.7534	160.4353	180.9278	199.0518	95.7605	57.6588	79.7681	83.9166
YOL139C	604.4662	564.913	535.4484	456.9782	454.3055	250.8159	272.0298	308.9657
YOL138C	19.5779	33.8948	22.0047	28.0355	20.0429	37.4782	34.7707	49.5871
YOL137W	29.3668	42.9334	26.8947	42.0532	40.0858	37.4782	28.6347	49.5871
YOL136C	39.1557	33.8948	34.2296	53.2674	31.1778	34.5953	38.8614	68.6591
YOL135C	24.4723	29.3755	14.6698	25.2319	20.0429	46.1271	38.8614	26.7007
YOL133W	90.5476	74.5685	83.129	126.1596	109.1224	144.1471	153.4003	106.803
YOL134C	0	2.2597	2.445	2.8035	4.454	0	0	0
YOL132W	0	0	0	2.8035	0	5.7659	0	0
YOL131W	2.4472	0	2.445	2.8035	4.454	11.5318	10.2267	0
YOL130W	46.4974	58.751	46.4544	61.678	57.9017	51.8929	26.5894	19.072
YOL129W	193.3313	189.8108	217.6023	207.4625	287.2814	340.187	513.3796	423.3975
YOL128C	22.0251	33.8948	22.0047	25.2319	24.4969	43.2441	26.5894	41.9583
YOL127W	3183.8483	2840.3827	2880.1745	2593.281	2362.8342	1868.1458	1603.5442	1857.6088
YOL126C	477.2102	576.2113	650.362	571.9236	674.7774	983.0829	750.6387	751.4352
YOL125W	19.5779	33.8948	44.0095	14.0177	11.1349	2.8829	10.2267	7.6288
